item_id|item_revision_id|object_type|CLASS_ID|CLASS_NAME|Blade Tip stacking|Blade code|Blades layout|Degree °|Drive Type|Fan Layout Application|Hub axial depth|Hub diameter|Lip|Lip shape|Max diameter|Max. Blade-hub radius|Max. Blade-tip radius|Min. Blade-gap|Moments of Inertia  (Iz)|Motor-blade position|Nominal diameter|Numbers of blades|Ring|Ring axial depth|Ring thickness|Rotation|Type
8250112|02a|825|825-914|Fan|FW|8280240|Asymmetric|40.7 43 46.7 49.7 49.7 46.7 43 40.7|3 M5x120° Ø95mm|Upstream|34.50|150.00|Yes||404.00|0.00|0.00|0.00|0|0.00|384.00|8|Yes|27.00|2.50|CW|Axial
8250112|02-|825|825-914|Fan|FW|8280240|Asymmetric|40.7 43 46.7 49.7 49.7 46.7 43 40.7|3 M5x120° Ø95mm|Upstream|34.50|150.00|Yes||404.00|0.00|0.00|0.00|0|3.81|384.00|8|Yes|27.00|2.50|CW|Axial
8250117|08-|825|825-914|Fan|FW|8280349|Asymmetric|35.6 35.7 45.6 37.3 43.5 37.5 38.4 39.2 47|3 M5x120° Ø95mm|Upstream|43.50|182.00|Yes||488.00|0.00|0.00|0.00|0|0.00|460.00|9|Yes|26.00|2.80|CW|Axial
8250117|09-|825|825-914|Fan|FW|8280349|Asymmetric|35.6 35.7 45.6 37.3 43.5 37.5 38.4 39.2 47|3 M5x120° Ø95mm|Upstream|43.50|182.00|Yes||488.00|0.00|0.00|0.00|0|0.00|460.00|9|Yes|26.00|2.80|CW|Axial
8250117|10-|825|825-914|Fan|FW|8280349|Asymmetric|35.6 35.7 45.6 37.3 43.5 37.5 38.4 39.2 47|3 M5x120° Ø95mm|Upstream|43.50|182.00|Yes||488.00|0.00|0.00|0.00|0|0.00|460.00|9|Yes|26.00|2.80|CW|Axial
8250137|02-|825|825-914|Fan|FW|8280486|Asymmetric|30.6 47.8 30.8 30.6 30.6 49.9 35.4 30.8 31.5|3 M5x120° Ø100mm|Upstream|35.50|137.00|Yes||346.00|2.50|2.50|0.00|4980|8.59|330.00|10|Yes|23.50|2.00|CW|Axial
8250139|04-|825|825-914|Fan|FW|8280472|Symmetric|0|M5 Milled Ø6.5mm shaft|Upstream|42.00|225.00|Yes|L|593.00|225.00|562.00|0.00|42356|5.50|567.00|11|Yes|22.00|2.50|CW|Axial
8250139|02-|825|825-914|Fan|FW|8280472|Symmetric|0|3 M5x120° Ø100mm|Upstream|42.00|225.00|Yes||593.00|2.50|2.50|0.00|0|6.00|567.00|11|Yes|22.00|2.50|CW|Axial
8250139|03-|825|825-914|Fan|FW|8280472|Symmetric|0|3 M5x120° Ø100mm|Upstream|42.00|225.00|Yes||593.00|2.50|2.50|0.00|0|6.00|567.00|11|Yes|22.00|2.50|CW|Axial
8250148|02a|825|825-914|Fan|FW|8280510|Symmetric|0|3 M5x120° Ø117mm|Upstream|39.00|185.00|Yes|VW|484.00|3.60|1.00|0.00|18740|0.00|475.00|9|Yes|23.00|2.80|CW|Axial
8250200|00-|825|825-914|Fan|FW|8280505|Asymmetric|44.22, 34.79, 33.16, 33.13, 39.99, 33.66, 41.25, 33.16, 33.17|M5 Milled Ø6.5mm shaft|Upstream|34.50|152.00|Yes||411.00|5.00|2.50|0.00|9661|7.76|395.00|10|Yes|22.00|2.50|CW|Axial
8250200|00a|825|825-914|Fan|FW|8280505|Asymmetric|44.22, 34.79, 33.16, 33.13, 39.99, 33.66, 41.25, 33.16, 33.17|M5 Milled Ø6.5mm shaft|Upstream|34.50|152.00|Yes||411.00|5.00|2.50|0.00|9661|7.76|395.00|10|Yes|22.00|2.50|CW|Axial
8250284|01-|825|825-914|Fan|FW|8280810|Asymmetric|30.13126 43.62695 29.94549 29.9614 29.9455 34.7206 30.4423 40.8002 29.9953 30.2453 30.2|3 M5x120° Ø100mm|Upstream|40.00|170.00|Yes||429.00|2.00|2.00|0.00|16670|3.00|415.00|11|Yes|27.50|2.80|CCW|Axial
8250284|00-|825|825-914|Fan|FW|8280810|Asymmetric|30.13126 43.62695 29.94549 29.9614 29.9455 34.7206 30.4423 40.8002 29.9953 30.2453 30.2|3 M5x120° Ø100mm Ø117mm|Upstream|40.00|170.00|Yes||429.00|2.00|2.00|0.00|16644|3.00|415.00|11|Yes|27.50|2.80|CCW|Axial
8250284|02-|825|825-914|Fan|FW|8280810|Asymmetric|30.13126 43.62695 29.94549 29.9614 29.9455 34.7206 30.4423 40.8002 29.9953 30.2453 30.2|3 M5x120° Ø100mm|Upstream|40.00|170.00|Yes||429.00|2.00|2.00|0.00|16696|3.00|415.00|11|Yes|27.50|2.80|CCW|Axial
8250284|03-|825|825-914|Fan|FW|8280810|Asymmetric|30.13126 43.62695 29.94549 29.9614 29.9455 34.7206 30.4423 40.8002 29.9953 30.2453 30.2|3 M5x120° Ø100mm|Upstream|40.00|170.00|Yes||429.00|2.00|2.00|0.00|16696|3.00|415.00|11|Yes|27.50|2.80|CCW|Axial
8250298|00-|825|825-914|Fan|FW|8280854|Asymmetric|37 38 43 42 40 37 37 46|3 M5x120° Ø100mm|Upstream|32.00|157.70|Yes||507.00|2.50|1.00|0.00|20638|2.00|490.00|9|Yes|25.00|2.80|CW|Axial
8250319|02-|825|825-914|Fan|FW|8280902|Asymmetric|33.11 33.21 44.13 34.47 33.9 33.9 39.59 33.39 41.21|3 M5x120° Ø100mm|Upstream|32.00|167.00|Yes|U|445.00|2.50|2.00|0.00|13626|0.47|430.00|10|Yes|23.30|2.50|CW|Axial
8250319|04-|825|825-914|Fan|FW|1112-5YY0073|Asymmetric|33.11 33.21 44.13 34.47 33.9 33.9 39.59 33.39 41.21|3 M5x120° Ø100mm|Upstream|32.00|167.00|Yes|U|445.00|2.50|2.00|0.00|16085|0.47|430.00|10|Yes|23.30|2.50|CW|Axial
8250319|00-|825|825-914|Fan|FW|8280902|Asymmetric|33.11 33.21 44.13 34.47 33.9 33.9 39.59 33.39 41.21|3 M5x120° Ø100mm|Upstream|32.00|167.00|Yes|U|445.00|2.50|2.00|0.00|13626|0.47|430.00|10|Yes|23.30|2.50|CW|Axial
8250319|01-|825|825-914|Fan|FW|8280902|Asymmetric|33.11 33.21 44.13 34.47 33.9 33.9 39.59 33.39 41.21|3 M5x120° Ø100mm|Upstream|32.00|167.00|Yes|U|445.00|2.50|2.00|0.00|13626|0.47|430.00|10|Yes|23.30|2.50|CW|Axial
8250319|03-|825|825-914|Fan|FW|8280902|Asymmetric|33.11 33.21 44.13 34.47 33.9 33.9 39.59 33.39 41.21|3 M5x120° Ø100mm|Upstream|32.00|167.00|Yes|U|445.00|2.50|2.00|0.00|13727|0.47|430.00|10|Yes|23.30|2.50|CW|Axial
8250339|00-|825|825-914|Fan|FW|8280782|Asymmetric|34.79 33.14 33.16 39.99 33.66 41.35 33.16 33.18 33.35|3 M5x120° Ø100mm|Upstream|32.00|183.60|Yes||458.00|2.00|1.00|0.00|16087|1.34|440.00|10|Yes|25.00|2.50|CW|Axial
8250339|01-|825|825-914|Fan|FW|8280921|Asymmetric|34.79 33.14 33.16 39.99 33.66 41.35 33.16 33.18 33.35|3 M5x120° Ø100mm|Upstream|32.00|183.60|Yes|L|458.00|2.00|1.00|0.00|16185|1.20|440.00|10|Yes|25.00|2.50|CW|Axial
9140114|00|914|825-914|Fan|FW|8280025|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|42.00|124.00|Yes|VW|295.00|1.00|3.00|0.00|0|4.60|280.00|7|Yes|35.50|2.50|CW|Axial
9140121|00|914|825-914|Fan|FW|8280163|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|42.00|124.00|No|I|303.00|3.00|5.00|0.00|0|0.00|303.00|6|Yes|29.50|2.50|CW|Axial
9140141|00|914|825-914|Fan|FW|sch1988|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|41.20|146.00|Yes|L|383.00|1.50|0.70|0.00|0|0.00|383.00|8|Yes|35.50|2.50|CW|Axial
9140142|00|914|825-914|Fan|FW|8280078|Symmetric|0|Seeger and Ø1.8 pin on Ø6mm shaft|Upstream|36.00|110.00|Yes||292.00|2.00|1.00|0.00|0|0.00|280.00|6|Yes|24.00|2.50|CW|Axial
9140153|00|914|825-914|Fan|FW|8280000|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|41.00|146.00|Yes||383.00|1.50|0.75|0.00|0|0.00|368.50|8|Yes|26.50|2.50|CW|Axial
9140169|00|914|825-914|Fan|FW|8280031|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|32.50|124.00|No||320.00|2.00|0.00|0.00|0|0.00|320.00|6|No|0.00|0.00|CW|Axial
9140180|00|914|825-914|Fan|FW|8280086|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|43.50|140.00|Yes|U|393.00|0.00|0.00|0.00|0|0.00|365.00|6|Yes|27.30|2.00|CW|Axial
9140184|00|914|825-914|Fan|FW|8280031|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|32.50|124.00|No||302.00|2.00|0.00|0.00|0|0.00|302.00|6|No|0.00|0.00|CW|Axial
9140205|00|914|825-914|Fan|FW|8280000|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|41.20|146.00|Yes|VW|383.00|1.50|0.75|0.00|0|0.00|370.00|8|Yes|26.50|2.50|CW|Axial
9140210|00|914|825-914|Fan|FW|8280020|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|43.50|144.00|Yes|VW|350.00|2.00|1.50|0.00|0|0.00|350.00|6|Yes|28.00|2.00|CW|Axial
9140222|00|914|825-914|Fan|FW|8280148|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|35.00|110.00|No||320.00|1.00|0.00|0.00|0|0.00|320.00|5|No|0.00|0.00|CW|Axial
9140229|02|914|825-914|Fan|FW|8280161|Asymmetric|47.5 56.1 50 50.6 43.8 60.3 48.5|M5 Milled Ø6.5mm shaft to Sintered|Upstream|43.00|153.00|Yes||390.00|0.00|0.00|0.00|0|5.25|368.00|7|Yes|22.50|2.50|CW|Axial
9140233|01|914|825-914|Fan|FW|8280193|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|46.00|124.00|No|I|305.00|3.00|5.00|0.00|0|0.00|305.00|6|Yes|32.00|2.50|CW|Axial
9140241|02|914|825-914|Fan|FW|8280135|Symmetric|0|M5 Milled Ø6.5mm shaft to Sintered|Upstream|41.50|150.00|Yes|U|393.00|0.00|0.00|0.00|0|0.00|365.00|8|Yes|21.30|2.50|CW|Axial
9140242|04|914|825-914|Fan|FW|8280022|Symmetric|0|M6 Milled Ø8mm shaft to metal plate|Upstream|49.00|146.00|Yes|VW|363.00|2.00|1.50|0.00|5800|22.00|350.00|8|Yes|28.50|2.00|CW|Axial
9140299|04|914|825-914|Fan|FW|8280162|Symmetric|0|M6 Milled Ø8mm shaft|Upstream|43.50|140.00|Yes||383.00|1.00|1.00|0.00|0|0.00|370.00|7|Yes|30.50|2.50|CW|Axial
9140299|05-|914|825-914|Fan|FW|8280162|Symmetric|0|M6 Milled Ø8mm shaft|Upstream|43.50|140.00|Yes||383.00|1.00|1.00|0.00|0|0.00|370.00|7|Yes|30.50|2.50|CW|Axial
9140309|06|914|825-914|Fan|FW|8280170|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|45.50|132.00|Yes||356.50|3.00|5.00|0.00|0|0.00|325.00|6|Yes|37.50|2.50|CW|Axial
9140330|01|914|825-914|Fan|FW|8280160|Asymmetric|50 53.9 43.82 60.28 48.5 47.5 56|M5 Milled Ø6.5mm shaft to metal plate|Upstream|42.00|134.00|Yes||335.00|0.00|0.00|0.00|0|0.00|319.00|7|Yes|22.50|2.00|CW|Axial
9140333|01|914|825-914|Fan|FW|8280025|Symmetric|0|M6 Milled Ø8mm shaft|Upstream|29.50|124.00|Yes||300.00|0.00|0.00|0.00|0|0.00|285.00|7|Yes|28.00|2.50|CW|Axial
9140335|01-|914|825-914|Fan|FW|8280162|Symmetric|0|M6 Milled Ø8mm shaft|Upstream|36.50|140.00|Yes||383.00|0.00|0.00|0.00|0|0.00|368.00|8|Yes|27.50|2.50|CW|Axial
9140335|00|914|825-914|Fan|FW|8280162|Symmetric|0|M6 Milled Ø8mm shaft|Upstream|36.50|140.00|Yes||383.00|0.00|0.00|0.00|0|0.00|368.00|8|Yes|27.50|2.50|CW|Axial
9140344|03-|914|825-914|Fan|FW|8280412|Asymmetric|46.2 42.1 42.6 46.8 50.0 40.8 40.6|M6 Milled Ø8mm shaft|Upstream|42.70|155.00|Yes||427.00|1.50|1.50|0.00|13423|0.53|414.00|8|Yes|33.00|2.00|CW|Axial
9140344|02-|914|825-914|Fan|FW|8280412|Asymmetric|46.2 42.1 42.6 46.8 50.0 40.8 40.6|M6 Milled Ø8mm shaft|Upstream|42.70|155.00|Yes||427.00|1.50|1.50|0.00|13423|0.53|414.00|8|Yes|33.00|2.00|CW|Axial
9140344|01-|914|825-914|Fan|FW|8280412|Asymmetric|46.2 42.1 42.6 46.8 50 40.8 40.6|M6 Milled Ø8mm shaft|Upstream|42.70|155.00|Yes||427.00|1.50|1.50|0.00|0|0.00|414.00|8|Yes|33.00|2.00|CW|Axial
9140368|00-|914|825-914|Fan|FW|8280477|Symmetric|0|M6 Milled Ø8mm shaft to metal plate|Upstream|38.00|122.00|Yes||318.00|4.50|2.00|0.00|0|11.70|305.00|8|Yes|27.20|2.00|CCW|Axial
9140419|00-|914|825-914|Fan|FW|8280170|Symmetric|0|M5 Milled Ø6.5mm shaft to Sintered|Upstream|38.00|133.00|Yes||330.00|1.00|1.00|0.00|5653|4.63|315.00|6|Yes|34.50|2.50|CW|Axial
9140420|01-|914|825-914|Fan|FW|8280891|Asymmetric|37.69 46.55 50.52 36.9 36.9 38.32 53.79 59.33|M5 Milled Ø6.5mm shaft to metal plate|Upstream|43.00|120.00|Yes||319.00|3.00|0.90|0.00|3701|26.75|308.00|8|Yes|26.00|2.60|CW|Axial
9140420|00-|914|825-914|Fan|FW|8280891|Asymmetric|37.69 46.55 50.52 36.9 36.9 38.32 53.79 59.33|M5 Milled Ø6.5mm shaft to metal plate|Upstream|43.00|120.00|Yes||319.00|3.00|0.90|0.00|3701|26.75|308.00|8|Yes|26.20|2.60|CW|Axial
9140420|02-|914|825-914|Fan|FW|8280891|Asymmetric|37.69 46.55 50.52 36.9 36.9 38.32 53.79 59.33|M5 Milled Ø6.5mm shaft to metal plate|Upstream|43.00|120.00|Yes||319.00|3.00|0.90|0.00|3701|26.75|308.00|8|Yes|26.00|2.60|CW|Axial
9140055|00|914|825-914|Fan||9140006|Asymmetric|80 100 90 90|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|40.00|90.00|No||224.00|1.00|0.00|0.00|0|10.70|224.00|4|No|0.00|0.00|CW|Axial
9140066|00|914|825-914|Fan||0|Asymmetric|75 105 75 105|Seeger and Ø1.8 pin on Ø6mm shaft|Upstream|45.00|119.00|No||252.00|1.00|0.00|0.00|0|0.00|252.00|4|No|0.00|0.00|CW|Axial
9140070|00|914|825-914|Fan||0|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|38.00|109.00|No||282.00|2.50|0.00|0.00|0|0.00|282.00|7|No|0.00|0.00|CW|Axial
9140079|00|914|825-914|Fan||0|Asymmetric|75 105 75 105|Seeger and Ø1.8 pin on Ø6mm shaft|Upstream|45.00|119.00|No||252.00|1.00|0.00|0.00|0|0.00|252.00|4|No|0.00|0.00|CW|Axial
9140123|00|914|825-914|Fan|FW|8280051||0||Upstream|16.00|116.00|No||280.00|0.00|0.00|0.00|0|0.00|280.00|9|No|0.00|0.00|CCW|Axial
9140130|00|914|825-914|Fan|FW|0|Asymmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|36.50|124.00|No||282.00|0.00|0.00|0.00|0|0.00|282.00|6|No|0.00|0.00|CW|Axial
9140134|00|914|825-914|Fan|FW|8280078|Symmetric|0|Interfered on Ø8mm|Upstream|32.00|118.00|Yes||292.00|2.00|1.00|0.00|0|10.50|280.00|7|Yes|20.00|2.50|CW|Axial
9140156|00|914|825-914|Fan|FW|0|Symmetric|0||Upstream|32.00|118.00|No||250.00|2.00|0.00|0.00|0|0.00|250.00|7|No|0.00|0.00|CW|Axial
9140175|00|914|825-914|Fan|FW|8280044|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|50.50|124.00|Yes|I|279.00|1.00|1.00|0.00|0|0.00|279.00|13|Yes|15.00|2.00|CW|Axial
9140178|03|914|825-914|Fan|FW|8280078|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|27.00|110.00|Yes||300.00|3.00|4.00|0.00|0|3.50|285.00|6|Yes|24.00|2.50|CW|Axial
9140189|00|914|825-914|Fan|FW|0|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|61.00|124.00|Yes|L|317.00|1.00|5.00|0.00|0|0.00|305.00|6|Yes|33.40|2.50|CW|Axial
9140193|00|914|825-914|Fan||0|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|35.00|118.00|Yes||292.00|2.00|3.00|0.00|0|0.00|280.00|7|Yes|20.00|2.50|CW|Axial
9140236|03|914|825-914|Fan|FW|8280170|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|50.50|132.00|Yes|VW|340.00|3.00|5.00|0.00|0|0.00|325.00|6|Yes|37.50|2.50|CW|Axial
9140244|02|914|825-914|Fan|FW|8280022|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|49.00|146.00|Yes|VW|363.00|2.00|1.50|0.00|0|0.00|350.00|8|Yes|28.50|2.00|CW|Axial
9140245|01|914|825-914|Fan|FW|8280178|Symmetric|0|M5 Milled Ø6.5mm shaft to Sintered|Upstream|28.00|125.00|Yes||312.00|0.00|0.00|0.00|0|0.00|294.00|6|Yes|20.00|2.00|CW|Axial
9140253|00|914|825-914|Fan|FW|8280162|Symmetric|0|Seeger and pins on Metal plate|Upstream|37.00|140.00|Yes||383.00|0.00|0.00|0.00|0|0.00|368.00|8|Yes|27.50|2.50|CW|Axial
9140268|01|914|825-914|Fan|FW|8280196|Asymmetric|64 45 47 55 47 50 52|M5 Milled Ø6.5mm shaft to metal plate|Upstream|39.00|140.00|Yes||359.00|0.50|0.00|0.00|0|0.00|350.00|7|Yes|29.00|2.50|CW|Axial
9140276|02|914|825-914|Fan|FW|8280218|Asymmetric|42 43 42 42 48 45 50 48|M5 Milled Ø6.5mm shaft to metal plate|Upstream|41.00|130.00|Yes||363.00|0.50|0.00|0.00|0|0.00|349.00|8|Yes|20.00|2.00|CW|Axial
9140277|04|914|825-914|Fan|FW|8280172|Symmetric|0|M6 Milled Ø8mm shaft to metal plate|Upstream|38.50|150.00|Yes||363.00|0.00|0.00|0.00|0|0.00|350.00|8|Yes|27.00|2.50|CW|Axial
9140342|01-|914|825-914|Fan|FW|8280405|Asymmetric|40.82 40.61 50.91 46.01 42.28 42.61 46.80 49.96|M6 Milled Ø8mm shaft|Upstream|37.50|145.00|Yes||399.00|0.50|0.50|0.00|0|5.58|384.00|8|Yes|30.00|2.50|CW|Axial
9140342|00-|914|825-914|Fan|FW|8280405|Asymmetric|40.82 40.61 50.91 46.01 42.28 42.61 46.80 49.96|M6 Milled Ø8mm shaft|Upstream|37.50|145.00|Yes||399.00|0.50|0.50|0.00|0|5.58|384.00|8|Yes|30.00|2.50|CW|Axial
9140349|02-|914|825-914|Fan|FW|8280403|Asymmetric|57 45.9 46.2 63.1 46.5 46.8 55|M6 Milled Ø8mm shaft|Upstream|40.00|127.00|Yes||339.00|2.00|2.00|0.00|0|0.00|320.00|7|Yes|21.00|2.25|CW|Axial
9140350|03-|914|825-914|Fan|FW|8280404|Asymmetric|57 45.9 46.2 63.1 46.5 46.8 54.9|M6 Milled Ø8mm shaft|Upstream|40.00|127.00|Yes||339.00|2.00|2.00|0.00|0|0.00|320.00|7|Yes|21.00|2.00|CW|Axial
9140353|00|914|825-914|Fan|FW|8280402|Asymmetric|53.8 49 49.3 56.4 49.1 49.7 52.7|M5 Milled Ø6.5mm shaft to Sintered|Upstream|41.00|125.00|Yes||335.00|2.00|2.00|0.00|0|0.00|321.00|7|Yes|27.00|2.25|CW|Axial
9140355|01-|914|825-914|Fan|FW|8280314|Symmetric|0|M5 Milled Ø6.5mm shaft to Sintered|Upstream|47.80|152.50|Yes||476.80|3.00|3.00|0.00|14524|2.45|448.80|6|Yes|25.90|2.50|CW|Axial
9140357|00a|914|825-914|Fan|FW|0|Asymmetric|48.7 57 61.6 56.7 49 43.5 43.5|M5 Milled Ø6.5mm shaft to Sintered|Upstream|44.00|133.60|Yes||363.60|3.00|3.00|0.00|0|0.00|347.90|7|Yes|30.00|2.50|CW|Axial
9140357|00|914|825-914|Fan|FW|0|Asymmetric|48.7 57 61.6 56.7 49 43.5 43.5|M5 Milled Ø6.5mm shaft to Sintered|Upstream|44.00|133.60|Yes||363.60|3.00|3.00|0.00|0|0.00|347.90|7|Yes|30.00|2.50|CW|Axial
9140364|00|914|825-914|Fan|FW|8280429|Asymmetric|52 49 40 40 48 48 43 40|Interfered on Ø8mm|Upstream|37.00|149.50|Yes||403.50|3.00|3.00|0.00|0|5.00|389.50|8|Yes|30.00|2.80|CW|Axial
9140378|00-|914|825-914|Fan|FW|8280440|Asymmetric|30 31.8 31 45.8 40.4 46.8 35.3 33.7 38.5|M5 Milled Ø6.5mm shaft|Upstream|27.00|111.00|No|I|212.00|0.75|0.75|0.00|0|4.27|212.00|9|Yes|21.50|1.80|CW|Axial
9140378|01-|914|825-914|Fan|FW|8280440|Asymmetric|30 31.8 31 45.8 40.4 46.8 35.3 33.7 38.5|M5 Milled Ø6.5mm shaft|Upstream|27.00|111.00|No|I|212.00|0.75|0.75|0.00|0|4.27|212.00|9|Yes|21.50|1.80|CW|Axial
9140392|00-|914|825-914|Fan|FW|8280612|Asymmetric|46.2 42.1 42.6 46.8 50 40.8 40.6|M6 Milled Ø8mm shaft to metal plate|Upstream|36.50|146.50|Yes||376.00|1.50|0.25|0.00|5996|5.20|370.00|8|Yes|22.00|2.00|CW|Axial
9140408|02-|914|825-914|Fan|FW|8280402|Asymmetric|45.67 63.42 46.18 47.88 52.81 58.37|2 piatti 10|Upstream|41.00|125.00|Yes||340.00|0.00|0.00|0.00|30214|4.50|322.00|7|Yes|26.50|2.25|CW|Axial
9140408|00-|914|825-914|Fan|FW|8280402|Asymmetric|45.67 63.42 46.18 47.88 52.81 58.37|2 piatti 10|Upstream|41.00|125.00|Yes||340.00|0.00|0.00|0.00|30214|4.50|322.00|7|Yes|26.50|2.25|CW|Axial
9140408|01-|914|825-914|Fan|FW|8280402|Asymmetric|45.67 63.42 46.18 47.88 52.81 58.37|2 piatti 10|Upstream|41.00|125.00|Yes||340.00|0.00|0.00|0.00|30214|4.50|322.00|7|Yes|26.50|2.25|CW|Axial
9140411|01-|914|825-914|Fan|FW|8280808|Asymmetric|43.5 48.7 57 61.6 57 48.7 43.5|M6 Milled Ø8mm shaft|Upstream|41.70|160.60|Yes||383.00|2.00|0.50|0.00|8923|3.90|370.00|7|Yes|21.00|2.00|CW|Axial
9140411|02-|914|825-914|Fan|FW|8280808|Asymmetric|43.5 48.7 57 61.6 57 48.7 43.5|M6 Milled Ø8mm shaft|Upstream|41.70|160.60|Yes||383.00|2.00|0.50|0.00|8923|3.90|370.00|7|Yes|21.00|2.00|CW|Axial
9140411|00-|914|825-914|Fan|FW|8280808|Asymmetric|43.5 48.7 57 61.6 57 48.7 43.5|M6 Milled Ø8mm shaft|Upstream|41.70|160.60|Yes||383.00|2.00|0.50|0.00|8923|3.90|370.00|7|Yes|21.00|2.00|CW|Axial
9140416|01-|914|825-914|Fan|FW|8280564|Asymmetric|0|M5 Milled Ø6.5mm shaft to Sintered|Upstream|39.00|96.00|Yes|I|191.00|1.00|1.00|0.00|0|0.00|190.00|7|Yes|29.00|1.75|CW|Axial
9140416|00-|914|825-914|Fan|FW|8280564|Asymmetric|0|M5 Milled Ø6.5mm shaft to Sintered|Upstream|39.00|96.00|Yes|I|191.00|1.00|1.00|0.00|0|0.00|190.00|7|Yes|29.00|1.75|CW|Axial
9140417|00-|914|825-914|Fan|FW|8280847|Symmetric|0|M6 Milled Ø8mm shaft|Upstream|31.00|147.70|Yes||400.00|2.50|1.50|0.00|8651|3.50|384.00|10|Yes|22.00|2.50|CW|Axial
9140417|01-|914|825-914|Fan|FW|8280847|Symmetric|0|M6 Milled Ø8mm shaft|Upstream|31.00|147.70|Yes||400.00|2.50|1.50|0.00|8651|3.50|384.00|10|Yes|22.00|2.50|CW|Axial
9140084|00|914|825-914|Fan||0|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|40.50|124.00|No||284.00|0.00|0.00|0.00|0|0.00|284.00|6|No|0.00|0.00|CCW|Axial
9140087|00|914|825-914|Fan|RADIAL|8280035|Symmetric|0|Seeger and Ø1.8 pin on Ø6mm shaft|Upstream|25.30|100.00|Yes||285.00|1.00|0.00|0.00|0|0.00|279.00|8|Yes|13.00|0.00|CW|Axial
9140111|01|914|825-914|Fan|FW|8280163|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|49.00|124.00|Yes|VW|317.00|3.00|5.00|0.00|0|3.60|305.00|6|Yes|35.00|2.50|CW|Axial
9140117|00|914|825-914|Fan|FW|8280026|Symmetric|0|2 piatti 10|Upstream|50.00|125.00|Yes|VW|383.00|3.00|5.00|0.00|0|17.00|370.00|6|Yes|40.00|2.50|CW|Axial
9140139|00|914|825-914|Fan|FW|8280025|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|44.00|124.00|Yes||280.00|2.00|2.50|0.00|0|0.00|266.00|8|Yes|33.50|2.50|CW|Axial
9140179|01|914|825-914|Fan|FW|8280078|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|36.00|110.00|Yes||292.00|2.00|3.00|0.00|0|0.00|280.00|6|Yes|24.00|2.50|CW|Axial
9140200|00|914|825-914|Fan|RADIAL|0|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|37.70|126.00|Yes|L|383.00|1.00|0.00|0.00|0|0.00|370.00|9|Yes|16.00|2.50|CW|Axial
9140212|00|914|825-914|Fan|RADIAL|0|Asymmetric|105 75 105 75|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|45.00|129.00|No||218.00|1.00|0.00|0.00|0|0.00|280.00|4|No|0.00|0.00|CW|Axial
9140218|05|914|825-914|Fan|FW|8280135|Symmetric|0|M6 Milled Ø8mm shaft to metal plate|Upstream|41.50|150.00|Yes|U|393.00|0.00|0.00|0.00|0|0.00|365.00|8|Yes|21.30|2.50|CW|Axial
9140219|00|914|825-914|Fan|FW|8280134|Symmetric|0|M5 Milled Ø6.5mm shaft to metal plate|Upstream|36.00|140.00|Yes||383.00|0.00|0.00|0.00|0|0.00|370.00|8|Yes|27.50|2.50|CW|Axial
9140237|00|914|825-914|Fan|FW|8280031|Symmetric|0|Seeger and Ø2.5 pin on Ø8mm shaft|Upstream|32.50|124.00|No||320.00|2.00|0.00|0.00|0|0.00|320.00|6|No|0.00|0.00|CW|Axial
9140243|01|914|825-914|Fan|FW|8280106|Symmetric|0|M6 Milled Ø8mm shaft to metal plate|Upstream|43.50|140.00|Yes||378.00|0.00|0.00|0.00|0|0.00|365.00|7|Yes|29.20|2.50|CW|Axial
